Participant,Temperature,Duration,Location
19,-15,1.0,0.25
19,6,1.0,0.25
19,-15,0.5,0.5
19,9,1.0,0.5
19,-12,0.5,0.0
19,6,0.1,0.0
19,-12,0.5,0.25
19,9,0.5,0.5
19,0,0.1,1.0
19,-15,0.5,0.75
19,-15,1.0,0.0
19,9,0.5,1.0
19,-12,1.0,1.0
19,6,1.0,0.0
19,9,0.1,0.5
19,-12,0.5,0.25
19,-15,1.0,1.0
19,6,0.1,1.0
19,9,0.5,0.25
19,6,0.5,0.25
19,9,0.5,0.0
19,-12,0.1,0.0
19,-15,1.0,0.75
19,0,0.1,1.0
19,0,0.1,0.0
19,9,0.5,0.0
19,0,1.0,0.25
19,6,1.0,0.5
19,6,0.1,0.0
19,-15,1.0,0.0
19,6,1.0,1.0
19,-12,0.1,0.0
19,9,1.0,0.75
19,-15,0.1,0.75
19,9,1.0,1.0
19,-12,0.5,0.5
19,0,0.5,0.25
19,0,0.1,0.0
19,0,0.5,0.75
19,0,0.5,0.0
19,-12,0.1,0.75
19,-12,1.0,0.0
19,9,0.1,1.0
19,-12,0.1,0.25
19,9,0.1,0.0
19,9,0.1,0.75
19,6,0.5,1.0
19,9,1.0,0.5
19,6,1.0,0.5
19,-15,0.5,0.25
19,6,0.1,0.25
19,9,0.5,0.0
19,-15,0.1,1.0
19,-15,0.5,0.0
19,6,0.5,0.0
19,0,0.1,0.5
19,-12,1.0,0.5
19,9,1.0,0.5
19,9,1.0,0.25
19,0,1.0,0.5
19,0,0.1,0.0
19,-15,0.5,0.25
19,9,1.0,0.25
19,-12,0.5,0.75
19,-15,0.5,0.75
19,-12,1.0,0.0
19,-12,1.0,0.75
19,-12,0.1,1.0
19,-12,1.0,0.5
19,-12,0.5,1.0
19,-15,0.5,0.5
19,-15,1.0,0.5
19,-12,1.0,0.5
19,0,1.0,0.5
19,9,1.0,0.75
19,9,1.0,0.0
19,-15,0.1,0.0
19,-15,0.1,0.25
19,6,0.1,0.25
19,-12,0.5,0.25
19,9,1.0,1.0
19,6,1.0,0.0
19,-12,0.1,0.25
19,0,0.1,0.25
19,-15,0.1,0.5
19,0,0.1,0.75
19,-15,1.0,0.5
19,-12,0.5,0.75
19,-12,0.5,0.5
19,0,0.5,1.0
19,6,1.0,1.0
19,9,1.0,0.0
19,9,0.5,0.75
19,-12,0.1,0.5
19,-15,0.1,0.0
19,0,1.0,1.0
19,-12,0.1,1.0
19,0,0.5,0.5
19,9,0.1,0.75
19,9,0.1,0.25
19,6,0.5,0.75
19,-15,0.5,0.5
19,6,0.5,0.0
19,0,0.1,0.25
19,-12,0.5,0.75
19,9,1.0,0.25
19,6,0.5,1.0
19,-15,1.0,0.5
19,-15,0.5,1.0
19,-15,0.5,1.0
19,0,1.0,0.25
19,0,0.1,0.25
19,0,0.5,0.5
19,-12,0.1,0.5
19,0,0.1,0.5
19,-12,0.5,1.0
19,-15,1.0,0.0
19,6,0.1,0.25
19,0,1.0,0.0
19,9,0.1,0.25
19,6,0.5,0.25
19,-15,0.1,0.0
19,0,0.5,0.25
19,-15,1.0,1.0
19,-15,0.1,0.25
19,-12,0.1,0.0
19,-15,0.1,1.0
19,9,0.5,0.5
19,9,0.1,0.75
19,6,0.5,0.5
19,9,0.1,1.0
19,-12,0.5,0.0
19,6,1.0,0.0
19,6,1.0,1.0
19,6,0.5,1.0
19,-15,1.0,1.0
19,-12,1.0,0.75
19,-15,0.5,0.75
19,6,0.5,0.0
19,-12,0.1,0.75
19,-12,0.5,0.0
19,9,0.1,0.25
19,-15,1.0,0.25
19,-15,0.5,0.0
19,0,1.0,1.0
19,-15,0.1,0.75
19,0,1.0,0.75
19,0,1.0,0.25
19,0,0.5,0.0
19,6,0.1,0.0
19,9,0.5,0.75
19,-12,1.0,0.25
19,6,0.1,0.75
19,-12,0.1,0.5
19,-15,0.1,0.75
19,-15,0.1,0.5
19,9,0.1,0.0
19,6,0.1,0.5
19,0,0.5,0.75
19,-15,0.1,0.25
19,0,0.5,0.5
19,9,1.0,0.75
19,-12,1.0,0.25
19,6,1.0,0.25
19,6,0.5,0.75
19,0,0.5,0.0
19,6,0.5,0.5
19,9,1.0,1.0
19,-15,0.1,1.0
19,0,0.5,0.25
19,9,1.0,0.0
19,-15,1.0,0.25
19,-12,0.1,1.0
19,6,0.1,0.5
19,0,0.1,0.75
19,-15,1.0,0.75
19,6,0.1,1.0
19,6,1.0,0.75
19,9,0.5,1.0
19,6,0.1,0.5
19,9,0.1,0.5
19,-15,1.0,0.75
19,-15,0.5,1.0
19,6,0.1,0.75
19,-12,1.0,1.0
19,6,0.5,0.75
19,6,0.1,0.75
19,-12,1.0,0.75
19,9,0.5,1.0
19,6,1.0,0.75
19,0,0.5,1.0
19,0,1.0,0.0
19,9,0.5,0.25
19,-15,0.1,0.5
19,6,0.5,0.5
19,-15,0.5,0.0
19,9,0.5,0.5
19,-12,0.5,0.5
19,0,1.0,0.75
19,-12,1.0,0.0
19,-12,1.0,1.0
19,-12,0.5,1.0
19,6,1.0,0.5
19,6,1.0,0.25
19,9,0.1,1.0
19,0,1.0,0.75
19,-12,1.0,0.25
19,-15,0.5,0.25
19,9,0.1,0.0
19,-12,0.1,0.25
19,0,0.1,1.0
19,0,1.0,0.5
19,6,0.1,1.0
19,9,0.1,0.5
19,0,0.1,0.5
19,0,0.5,1.0
19,0,1.0,0.0
19,6,0.5,0.25
19,9,0.5,0.25
19,0,0.5,0.75
19,-12,0.1,0.75
19,0,1.0,1.0
19,9,0.5,0.75
19,6,1.0,0.75
19,0,0.1,0.75
