Participant,Temperature,Duration,Location
10,9,2,1
10,-15,0.1,0
10,0,2,1
10,0,1,0
10,0,0.1,0.75
10,0,0.1,0
10,9,2,0.5
10,0,0.1,0.75
10,-15,0.1,1
10,9,1,0.25
10,0,2,1
10,0,2,0.75
10,9,1,0.5
10,9,1,0.75
10,9,0.1,0.5
10,9,0.1,0
10,9,1,1
10,0,0.1,0.25
10,-15,1,1
10,9,0.1,1
10,-15,0.1,0.5
10,-15,1,0.75
10,9,2,0
10,-15,1,0.5
10,-15,0.1,0.5
10,9,2,0.75
10,-15,1,0.5
10,0,1,0.75
10,-15,1,1
10,-15,2,0.75
10,0,0.1,0.25
10,-15,2,0.5
10,-15,0.1,0.25
10,9,2,0.25
10,0,0.1,1
10,0,1,0.75
10,9,0.1,0.5
10,9,0.1,0.25
10,-15,2,0
10,0,2,0.25
10,9,0.1,1
10,-15,2,0
10,9,2,0.75
10,9,2,0
10,0,0.1,0.5
10,-15,1,1
10,9,0.1,0.25
10,9,2,0.5
10,9,1,1
10,0,0.1,0
10,-15,2,0.25
10,9,0.1,0
10,0,0.1,0.25
10,0,2,0.25
10,0,0.1,0.75
10,-15,0.1,0.5
10,9,1,0.5
10,0,2,0.5
10,0,1,0.75
10,0,0.1,0
10,0,0.1,1
10,0,1,1
10,0,0.1,0.25
10,0,2,0.25
10,9,1,0
10,-15,2,1
10,-15,2,1
10,-15,0.1,0.75
10,-15,2,0.5
10,-15,2,0.25
10,0,2,0.5
10,0,0.1,1
10,0,2,0.75
10,-15,0.1,1
10,-15,1,0.75
10,9,1,0.75
10,-15,1,0.75
10,9,0.1,0.25
10,-15,2,0.5
10,-15,2,0.75
10,-15,0.1,0
10,-15,0.1,0
10,-15,1,0.25
10,-15,1,0.25
10,9,2,0.5
10,0,2,1
10,0,1,0.75
10,0,1,0.25
10,9,1,0.75
10,-15,2,0.75
10,-15,1,1
10,9,1,0
10,0,2,0
10,9,1,0.75
10,9,2,1
10,0,1,0
10,-15,1,0
10,-15,1,0.75
10,-15,0.1,0.75
10,0,1,0.25
10,-15,0.1,0.75
10,0,2,0.25
10,9,1,0.25
10,9,1,0
10,9,1,0.25
10,0,1,1
10,9,0.1,0.75
10,0,2,0.5
10,9,2,0.5
10,0,1,0
10,0,0.1,0.5
10,9,2,0.25
10,0,0.1,0.5
10,-15,1,0
10,9,2,0.75
10,0,1,0.5
10,0,2,0
10,-15,1,0.5
10,0,2,0.75
10,9,1,0.25
10,-15,1,0.25
10,-15,0.1,1
10,0,0.1,1
10,9,1,0.5
10,9,2,0
10,-15,2,0
10,9,1,1
10,9,1,1
10,0,0.1,0.5
10,0,1,1
10,0,1,0.5
10,0,2,0.75
10,-15,1,0
10,0,1,0
10,9,0.1,0.75
10,0,2,0
10,-15,0.1,0
10,-15,1,0.25
10,-15,2,0.5
10,-15,0.1,0.75
10,9,2,0
10,0,1,0.25
10,-15,2,1
10,9,1,0
10,9,2,1
10,0,0.1,0.75
10,0,2,0
10,-15,1,0
10,9,0.1,0.5
10,0,2,1
10,-15,0.1,0.25
10,0,1,1
10,-15,2,0.25
10,0,0.1,0
10,-15,2,0.75
10,9,0.1,0.75
10,9,0.1,0.5
10,9,1,0.5
10,9,2,0.75
10,9,2,1
10,0,1,0.5
10,-15,0.1,0.5
10,-15,0.1,1
10,9,0.1,0.75
10,-15,2,0.25
10,9,0.1,1
10,9,0.1,0
10,9,0.1,0
10,9,2,0.25
10,0,1,0.5
10,-15,2,1
10,9,0.1,0.25
10,9,2,0.25
10,9,0.1,1
10,-15,1,0.5
10,-15,2,0
10,-15,0.1,0.25
10,0,2,0.5
10,0,1,0.25
10,-15,0.1,0.25
