Participant,Temperature,Duration,Location
5,0,2.0,0.0
5,9,2.0,0.5
5,-15,0.1,0.25
5,0,2.0,0.75
5,9,2.0,0.0
5,-15,1.0,0.25
5,-15,1.0,0.5
5,9,1.0,0.75
5,9,2.0,1.0
5,9,1.0,0.25
5,-15,0.1,0.5
5,9,0.1,0.5
5,0,0.1,0.5
5,-15,0.1,1.0
5,9,2.0,0.0
5,9,2.0,0.0
5,0,0.1,1.0
5,9,0.1,0.0
5,0,0.1,0.0
5,-15,2.0,0.75
5,-15,0.1,0.75
5,-15,2.0,0.75
5,-15,1.0,0.75
5,-15,0.1,0.75
5,-15,2.0,0.0
5,0,0.1,0.25
5,0,1.0,0.0
5,9,2.0,0.5
5,-15,0.1,0.0
5,-15,1.0,0.25
5,0,0.1,0.75
5,-15,0.1,0.25
5,-15,0.1,0.25
5,0,1.0,0.5
5,9,0.1,0.5
5,0,1.0,0.25
5,0,1.0,1.0
5,9,2.0,1.0
5,9,1.0,0.25
5,-15,1.0,0.5
5,-15,2.0,0.25
5,0,2.0,0.25
5,9,0.1,1.0
5,0,1.0,0.0
5,-15,2.0,0.75
5,-15,1.0,0.75
5,-15,1.0,0.0
5,9,2.0,0.75
5,-15,1.0,0.25
5,0,1.0,0.0
5,9,0.1,0.75
5,0,0.1,0.25
5,9,1.0,0.25
5,0,1.0,0.25
5,-15,1.0,1.0
5,9,0.1,0.25
5,9,1.0,1.0
5,-15,1.0,1.0
5,0,0.1,0.75
5,0,0.1,0.25
5,-15,1.0,0.5
5,0,1.0,0.25
5,9,0.1,1.0
5,-15,2.0,0.75
5,9,0.1,0.25
5,-15,0.1,1.0
5,0,0.1,0.75
5,0,2.0,1.0
5,9,0.1,0.75
5,0,2.0,0.5
5,9,0.1,1.0
5,0,0.1,0.0
5,9,1.0,1.0
5,9,2.0,0.75
5,0,0.1,0.75
5,0,2.0,0.0
5,-15,2.0,0.5
5,9,0.1,0.75
5,9,2.0,0.25
5,-15,1.0,0.75
5,-15,2.0,1.0
5,9,0.1,0.0
5,-15,2.0,0.5
5,0,2.0,1.0
5,0,1.0,0.5
5,0,1.0,1.0
5,0,2.0,0.5
5,0,2.0,0.75
5,-15,2.0,0.25
5,-15,0.1,0.5
5,0,1.0,0.75
5,-15,1.0,1.0
5,-15,0.1,0.5
5,9,2.0,0.5
5,9,2.0,0.75
5,0,0.1,0.5
5,9,1.0,0.5
5,9,1.0,0.75
5,0,2.0,0.0
5,0,0.1,1.0
5,9,1.0,0.25
5,0,2.0,1.0
5,-15,0.1,0.25
5,-15,2.0,0.0
5,9,2.0,0.5
5,9,2.0,1.0
5,9,1.0,0.5
5,0,1.0,0.25
5,0,2.0,1.0
5,0,1.0,0.75
5,9,1.0,0.75
5,0,2.0,0.75
5,9,0.1,0.5
5,9,0.1,0.25
5,-15,2.0,1.0
5,9,2.0,1.0
5,0,0.1,0.0
5,0,2.0,0.25
5,0,1.0,0.0
5,0,0.1,0.25
5,9,1.0,0.0
5,9,2.0,0.25
5,0,2.0,0.0
5,9,1.0,0.5
5,0,0.1,1.0
5,-15,0.1,0.75
5,-15,2.0,1.0
5,9,0.1,0.25
5,-15,2.0,0.25
5,9,2.0,0.25
5,9,1.0,1.0
5,-15,2.0,0.25
5,0,0.1,0.5
5,0,2.0,0.25
5,0,2.0,0.5
5,0,0.1,0.0
5,0,1.0,0.75
5,0,1.0,0.5
5,-15,1.0,0.75
5,9,1.0,1.0
5,0,1.0,0.75
5,-15,1.0,0.5
5,9,2.0,0.0
5,9,1.0,0.0
5,9,2.0,0.75
5,-15,2.0,0.5
5,-15,0.1,0.5
5,0,1.0,1.0
5,-15,2.0,0.0
5,9,0.1,0.0
5,-15,0.1,0.75
5,-15,2.0,0.0
5,9,0.1,0.5
5,-15,2.0,1.0
5,-15,1.0,0.25
5,0,1.0,1.0
5,-15,2.0,0.5
5,-15,1.0,0.0
5,9,1.0,0.5
5,-15,0.1,0.0
5,0,2.0,0.75
5,-15,1.0,1.0
5,-15,0.1,0.0
5,0,2.0,0.5
5,9,0.1,0.75
5,9,1.0,0.0
5,9,1.0,0.0
5,0,0.1,0.5
5,9,1.0,0.75
5,-15,1.0,0.0
5,9,2.0,0.25
5,-15,0.1,1.0
5,0,1.0,0.5
5,-15,0.1,1.0
5,0,2.0,0.25
5,-15,0.1,0.0
5,9,0.1,1.0
5,9,0.1,0.0
5,0,0.1,1.0
5,-15,1.0,0.0
