Participant,Temperature,Duration,Location
1,9,2.0,0.5
1,0,0.1,0.0
1,-15,1.0,1.0
1,0,2.0,0.5
1,0,0.1,0.25
1,0,2.0,0.0
1,-15,0.1,0.5
1,9,0.1,0.5
1,0,0.1,0.75
1,-15,0.1,1.0
1,-15,2.0,0.25
1,0,2.0,0.5
1,9,2.0,1.0
1,0,1.0,0.25
1,9,0.1,0.75
1,0,0.1,1.0
1,-15,2.0,0.5
1,9,2.0,0.75
1,0,2.0,0.25
1,9,0.1,0.25
1,0,1.0,0.25
1,-15,0.1,0.25
1,-15,2.0,0.75
1,0,2.0,0.5
1,9,2.0,0.0
1,9,2.0,0.5
1,-15,2.0,0.25
1,-15,0.1,0.0
1,0,1.0,0.75
1,9,1.0,0.0
1,9,1.0,0.0
1,0,2.0,1.0
1,0,1.0,0.5
1,-15,0.1,0.25
1,0,1.0,0.5
1,-15,2.0,0.5
1,0,1.0,0.75
1,-15,0.1,0.25
1,0,2.0,0.25
1,-15,1.0,0.5
1,9,2.0,0.25
1,-15,1.0,0.75
1,-15,0.1,0.75
1,9,2.0,0.75
1,9,0.1,1.0
1,-15,1.0,0.75
1,-15,0.1,0.25
1,0,1.0,1.0
1,-15,0.1,0.75
1,-15,1.0,1.0
1,0,1.0,0.0
1,-15,2.0,0.75
1,-15,2.0,0.5
1,9,2.0,0.75
1,-15,0.1,1.0
1,-15,2.0,1.0
1,0,2.0,0.75
1,9,0.1,0.0
1,9,1.0,0.25
1,-15,0.1,0.0
1,-15,2.0,1.0
1,9,0.1,0.75
1,0,0.1,0.75
1,0,0.1,0.5
1,9,1.0,1.0
1,9,2.0,0.25
1,-15,2.0,0.75
1,-15,1.0,0.0
1,-15,0.1,0.0
1,0,2.0,1.0
1,9,1.0,0.5
1,0,2.0,0.0
1,9,1.0,0.75
1,-15,1.0,0.0
1,9,2.0,0.75
1,0,0.1,0.75
1,-15,1.0,1.0
1,-15,1.0,0.75
1,0,0.1,0.0
1,0,1.0,0.5
1,9,0.1,1.0
1,-15,0.1,1.0
1,9,1.0,1.0
1,-15,2.0,1.0
1,0,0.1,0.0
1,9,0.1,0.0
1,9,0.1,1.0
1,0,1.0,0.75
1,0,0.1,0.25
1,9,1.0,0.5
1,0,1.0,1.0
1,-15,2.0,0.25
1,0,2.0,0.75
1,0,0.1,0.0
1,9,2.0,0.25
1,9,2.0,0.0
1,9,0.1,1.0
1,0,1.0,0.0
1,-15,1.0,0.25
1,-15,0.1,0.0
1,-15,0.1,1.0
1,9,2.0,1.0
1,9,1.0,0.5
1,0,0.1,0.5
1,0,2.0,0.75
1,9,2.0,0.5
1,-15,1.0,0.5
1,-15,1.0,0.0
1,0,0.1,0.5
1,9,0.1,0.75
1,-15,2.0,0.0
1,9,0.1,0.25
1,9,0.1,0.0
1,-15,1.0,0.0
1,9,0.1,0.5
1,-15,2.0,0.0
1,9,1.0,0.25
1,0,2.0,0.0
1,-15,1.0,1.0
1,-15,1.0,0.25
1,9,1.0,0.5
1,0,1.0,0.0
1,0,0.1,1.0
1,-15,2.0,0.0
1,-15,2.0,0.5
1,0,1.0,0.25
1,-15,1.0,0.5
1,-15,2.0,0.0
1,-15,0.1,0.5
1,9,1.0,0.25
1,9,1.0,1.0
1,9,1.0,0.75
1,-15,2.0,0.25
1,9,1.0,0.0
1,0,0.1,0.25
1,0,2.0,0.5
1,0,1.0,0.75
1,0,2.0,0.0
1,-15,0.1,0.75
1,-15,0.1,0.5
1,0,1.0,1.0
1,9,1.0,0.0
1,9,2.0,0.0
1,9,1.0,0.75
1,9,0.1,0.75
1,9,2.0,0.25
1,9,0.1,0.25
1,-15,1.0,0.5
1,-15,0.1,0.5
1,0,1.0,1.0
1,9,2.0,1.0
1,0,0.1,0.5
1,9,1.0,0.75
1,0,2.0,0.75
1,-15,0.1,0.75
1,-15,1.0,0.75
1,0,1.0,0.5
1,9,2.0,1.0
1,9,0.1,0.25
1,0,2.0,1.0
1,9,2.0,0.5
1,9,0.1,0.5
1,9,1.0,0.25
1,9,0.1,0.5
1,-15,2.0,1.0
1,0,1.0,0.0
1,0,0.1,0.75
1,0,2.0,1.0
1,0,0.1,1.0
1,0,2.0,0.25
1,-15,2.0,0.75
1,-15,1.0,0.25
1,9,1.0,1.0
1,0,0.1,0.25
1,9,2.0,0.0
1,0,0.1,1.0
1,0,1.0,0.25
1,9,0.1,0.0
1,0,2.0,0.25
1,-15,1.0,0.25
