Participant,Temperature,Duration,Location
11,-15,1.0,0.0
11,-15,0.1,0.5
11,9,1.0,1.0
11,9,2.0,0.75
11,-15,2.0,0.0
11,0,0.1,0.25
11,0,2.0,0.25
11,-15,1.0,1.0
11,0,2.0,1.0
11,0,0.1,0.75
11,-15,2.0,0.0
11,-15,1.0,0.75
11,0,2.0,1.0
11,0,2.0,0.75
11,-15,0.1,0.0
11,0,0.1,1.0
11,-15,2.0,0.5
11,9,1.0,0.0
11,0,0.1,0.5
11,0,1.0,0.5
11,0,1.0,0.25
11,0,2.0,0.25
11,-15,2.0,0.5
11,0,0.1,0.25
11,9,2.0,0.0
11,9,0.1,0.0
11,9,1.0,0.25
11,9,2.0,0.25
11,0,0.1,0.0
11,-15,2.0,0.75
11,0,1.0,0.0
11,9,0.1,0.0
11,-15,1.0,0.5
11,-15,2.0,0.5
11,0,2.0,0.5
11,9,1.0,1.0
11,-15,1.0,0.5
11,0,2.0,0.25
11,-15,0.1,0.25
11,0,2.0,0.75
11,-15,0.1,0.75
11,-15,1.0,0.0
11,9,2.0,0.75
11,0,2.0,0.5
11,9,2.0,0.5
11,9,1.0,0.75
11,0,0.1,0.5
11,9,2.0,1.0
11,0,1.0,1.0
11,9,1.0,0.5
11,-15,1.0,0.75
11,9,2.0,0.25
11,0,2.0,0.0
11,-15,0.1,1.0
11,-15,0.1,1.0
11,0,2.0,0.0
11,-15,1.0,1.0
11,9,1.0,0.25
11,0,1.0,0.5
11,0,1.0,0.25
11,-15,1.0,0.25
11,-15,2.0,0.25
11,-15,2.0,0.25
11,-15,0.1,0.25
11,9,1.0,0.5
11,9,1.0,0.25
11,-15,0.1,0.0
11,9,0.1,0.0
11,-15,0.1,0.75
11,0,1.0,0.0
11,9,2.0,0.5
11,-15,1.0,0.25
11,-15,2.0,1.0
11,0,1.0,0.75
11,9,2.0,0.5
11,9,1.0,0.75
11,9,0.1,1.0
11,9,0.1,0.5
11,-15,2.0,0.75
11,9,1.0,0.5
11,9,1.0,0.75
11,9,0.1,0.75
11,0,1.0,0.25
11,-15,1.0,0.0
11,9,0.1,0.25
11,-15,1.0,0.25
11,-15,1.0,1.0
11,-15,0.1,0.0
11,0,0.1,0.0
11,0,0.1,1.0
11,9,2.0,0.25
11,9,0.1,0.25
11,-15,2.0,0.75
11,0,0.1,0.0
11,-15,1.0,0.5
11,9,2.0,0.0
11,0,1.0,0.5
11,9,1.0,0.0
11,0,0.1,0.75
11,0,1.0,1.0
11,0,2.0,0.5
11,0,1.0,0.75
11,9,0.1,0.75
11,9,0.1,0.25
11,-15,0.1,0.5
11,9,1.0,1.0
11,0,0.1,0.25
11,0,1.0,1.0
11,0,2.0,0.75
11,-15,0.1,1.0
11,9,0.1,1.0
11,0,0.1,1.0
11,-15,2.0,0.0
11,9,2.0,1.0
11,0,1.0,0.75
11,9,1.0,0.0
11,9,0.1,0.5
11,-15,0.1,0.25
11,0,2.0,1.0
11,0,2.0,0.0
11,0,1.0,0.0
11,9,0.1,0.75
11,9,2.0,1.0
11,-15,2.0,1.0
11,9,0.1,0.5
11,-15,0.1,0.5
11,9,2.0,0.0
11,9,2.0,0.75
11,-15,2.0,1.0
11,0,0.1,0.75
11,-15,0.1,0.75
11,-15,1.0,0.75
11,9,0.1,1.0
11,-15,2.0,0.25
11,0,0.1,0.5
