Participant,Temperature,Duration,Location
16,9,1.0,0.0
16,9,1.0,1.0
16,9,0.1,0.75
16,0,2.0,0.25
16,9,0.1,0.5
16,0,2.0,0.5
16,9,0.1,0.5
16,-15,0.1,0.0
16,-15,2.0,0.0
16,-15,2.0,0.75
16,-15,2.0,0.75
16,0,1.0,0.25
16,9,1.0,0.0
16,9,1.0,1.0
16,0,0.1,0.0
16,0,0.1,1.0
16,9,1.0,0.0
16,0,1.0,0.0
16,-15,0.1,1.0
16,-15,2.0,0.25
16,-15,2.0,0.0
16,0,2.0,0.75
16,9,1.0,0.25
16,0,1.0,0.5
16,9,2.0,0.25
16,9,0.1,1.0
16,9,0.1,1.0
16,9,2.0,0.75
16,9,0.1,0.0
16,-15,2.0,0.5
16,0,2.0,0.0
16,9,1.0,0.25
16,9,2.0,0.25
16,0,2.0,0.0
16,-15,0.1,0.5
16,9,0.1,0.0
16,0,1.0,0.0
16,9,2.0,0.75
16,0,1.0,0.75
16,-15,1.0,1.0
16,-15,1.0,0.75
16,0,0.1,1.0
16,-15,0.1,0.0
16,-15,1.0,0.0
16,0,0.1,0.75
16,0,2.0,1.0
16,0,0.1,0.0
16,9,1.0,0.5
16,9,1.0,0.75
16,0,0.1,0.75
16,0,2.0,0.5
16,9,2.0,0.5
16,-15,1.0,0.75
16,-15,0.1,0.25
16,-15,1.0,0.0
16,0,1.0,0.75
16,-15,2.0,1.0
16,9,0.1,1.0
16,-15,0.1,1.0
16,0,0.1,0.25
16,9,2.0,0.0
16,-15,0.1,0.0
16,0,0.1,0.5
16,0,2.0,0.0
16,-15,2.0,0.0
16,9,1.0,0.5
16,0,1.0,0.25
16,9,0.1,0.25
16,-15,2.0,0.25
16,9,2.0,0.75
16,-15,0.1,0.25
16,-15,1.0,0.25
16,-15,1.0,1.0
16,9,1.0,0.25
16,0,0.1,0.25
16,0,0.1,0.5
16,-15,0.1,0.5
16,0,2.0,0.0
16,0,1.0,1.0
16,0,1.0,0.75
16,-15,1.0,0.25
16,-15,0.1,0.75
16,0,1.0,0.0
16,0,0.1,0.75
16,0,0.1,0.5
16,-15,0.1,0.75
16,-15,0.1,1.0
16,-15,0.1,0.75
16,0,1.0,0.5
16,9,0.1,0.25
16,-15,2.0,1.0
16,9,1.0,1.0
16,9,1.0,0.75
16,0,1.0,0.0
16,-15,0.1,0.75
16,9,0.1,0.0
16,9,1.0,0.75
16,-15,0.1,0.5
16,9,2.0,1.0
16,-15,1.0,0.75
16,-15,2.0,0.25
16,9,2.0,1.0
16,-15,2.0,0.75
16,-15,2.0,1.0
16,0,1.0,1.0
16,9,1.0,0.75
16,0,1.0,0.5
16,9,2.0,0.5
16,0,0.1,1.0
16,0,1.0,1.0
16,0,0.1,0.75
16,0,2.0,0.25
16,0,2.0,1.0
16,-15,1.0,0.75
16,9,2.0,1.0
16,9,0.1,0.75
16,9,2.0,0.5
16,-15,2.0,0.0
16,9,1.0,0.0
16,0,2.0,1.0
16,9,0.1,0.75
16,-15,2.0,0.5
16,-15,1.0,0.5
16,0,2.0,0.25
16,-15,2.0,0.75
16,0,0.1,0.25
16,9,0.1,0.25
16,-15,2.0,0.25
16,9,2.0,0.25
16,9,0.1,0.25
16,-15,1.0,0.0
16,-15,1.0,1.0
16,-15,2.0,0.5
16,0,0.1,0.0
16,0,1.0,0.25
16,0,2.0,0.5
16,0,0.1,0.25
16,9,1.0,0.5
16,9,2.0,0.0
16,-15,1.0,0.5
16,9,1.0,0.5
16,-15,1.0,0.5
16,0,2.0,0.25
16,9,2.0,1.0
16,9,0.1,0.0
16,-15,1.0,1.0
16,0,1.0,1.0
16,9,0.1,1.0
16,-15,0.1,0.25
16,-15,1.0,0.5
16,9,1.0,0.25
16,-15,0.1,0.0
16,9,2.0,0.25
16,9,0.1,0.5
16,-15,1.0,0.25
16,9,1.0,1.0
16,-15,1.0,0.0
16,0,2.0,0.75
16,-15,0.1,0.25
16,9,0.1,0.5
16,-15,2.0,1.0
16,9,2.0,0.0
16,0,2.0,0.75
16,9,0.1,0.75
16,0,2.0,0.5
16,9,2.0,0.0
16,0,1.0,0.5
16,0,1.0,0.75
16,0,0.1,0.0
16,9,2.0,0.5
16,0,2.0,0.75
16,0,2.0,1.0
16,-15,0.1,0.5
16,0,1.0,0.25
16,0,0.1,1.0
16,9,2.0,0.75
16,-15,0.1,1.0
16,-15,1.0,0.25
16,-15,2.0,0.5
16,0,0.1,0.5
