Participant,Temperature,Duration,Direction
11,0,2.0,1
11,-15,1.0,1
11,-15,1.0,0
11,-15,2.0,1
11,9,2.0,0
11,-15,0.1,0
11,9,2.0,0
11,9,2.0,1
11,-15,0.1,0
11,0,0.1,1
11,0,1.0,1
11,9,1.0,1
11,-15,2.0,0
11,0,0.1,0
11,-15,1.0,0
11,9,1.0,1
11,-15,0.1,1
11,9,0.1,1
11,0,2.0,0
11,9,1.0,0
11,-15,0.1,1
11,0,0.1,0
11,0,1.0,1
11,-15,0.1,1
11,0,0.1,0
11,-15,2.0,1
11,9,1.0,0
11,0,1.0,0
11,0,0.1,1
11,9,0.1,0
11,0,2.0,0
11,9,1.0,0
11,9,1.0,1
11,9,0.1,0
11,0,2.0,0
11,-15,2.0,1
11,9,0.1,1
11,-15,2.0,0
11,9,0.1,0
11,-15,2.0,0
11,9,2.0,1
11,0,2.0,1
11,0,0.1,1
11,9,2.0,0
11,-15,1.0,0
11,0,1.0,0
11,9,0.1,1
11,-15,0.1,0
11,0,2.0,1
11,-15,1.0,1
11,0,1.0,1
11,-15,1.0,1
11,0,1.0,0
11,9,2.0,1
