Participant,Temperature,Duration,Direction
20,9,2.0,1
20,9,0.5,1
20,6,1.0,1
20,-15,1.5,1
20,0,0.5,1
20,9,1.0,0
20,0,1.5,1
20,-12,2.0,0
20,-15,0.5,1
20,-15,2.0,0
20,6,0.1,1
20,9,0.1,1
20,9,1.5,1
20,6,1.5,0
20,0,0.1,0
20,-15,0.5,1
20,6,2.0,0
20,-12,1.0,1
20,6,1.0,0
20,9,0.5,1
20,-12,0.1,1
20,-15,1.0,1
20,9,1.5,1
20,9,1.0,0
20,-12,0.1,0
20,0,1.5,0
20,6,2.0,0
20,6,0.1,1
20,9,2.0,0
20,6,0.5,0
20,6,1.5,1
20,-15,0.1,0
20,0,0.5,0
20,0,0.1,0
20,-12,0.1,1
20,-12,1.5,1
20,6,1.0,1
20,0,2.0,0
20,6,2.0,1
20,6,0.5,1
20,-12,1.5,0
20,0,1.5,0
20,6,1.5,0
20,9,1.0,1
20,0,1.0,1
20,-15,2.0,0
20,6,0.1,0
20,-15,2.0,1
20,-15,0.1,1
20,-12,2.0,1
20,-15,2.0,1
20,6,2.0,1
20,6,0.1,0
20,6,2.0,0
20,-12,1.5,0
20,0,1.0,1
20,0,2.0,1
20,-12,1.5,1
20,-12,0.5,0
20,9,0.5,0
20,0,2.0,1
20,-12,0.1,1
20,-12,2.0,0
20,6,1.0,0
20,0,1.0,1
20,9,1.5,0
20,-15,1.0,0
20,9,0.1,0
20,-15,1.5,0
20,6,0.1,1
20,9,1.5,1
20,6,0.5,0
20,-15,1.5,1
20,-15,0.5,1
20,-12,1.0,0
20,9,0.1,1
20,0,0.1,1
20,-15,0.1,0
20,-15,0.5,0
20,0,0.5,0
20,9,2.0,0
20,0,0.1,1
20,-15,1.5,1
20,0,0.5,1
20,-12,0.1,0
20,0,0.1,0
20,6,2.0,1
20,-12,0.5,1
20,0,1.5,1
20,-15,1.5,0
20,-15,0.1,1
20,-12,1.5,1
20,6,1.0,0
20,-15,1.0,0
20,0,0.5,1
20,9,0.1,0
20,9,0.5,0
20,0,1.0,0
20,9,0.1,1
20,-12,1.5,0
20,9,1.0,0
20,0,1.0,0
20,6,1.5,1
20,9,2.0,1
20,-12,0.1,0
20,-12,0.5,1
20,-12,2.0,1
20,-15,1.0,0
20,9,0.1,0
20,-12,1.0,1
20,-12,2.0,0
20,-15,0.1,0
20,0,0.5,0
20,0,1.0,0
20,-15,2.0,1
20,9,2.0,1
20,9,1.5,0
20,-15,2.0,0
20,-12,0.5,0
20,-12,0.5,0
20,-12,1.0,0
20,6,0.5,1
20,-12,1.0,1
20,-15,1.5,0
20,-15,1.0,1
20,-12,1.0,0
20,9,0.5,0
20,9,2.0,0
20,0,2.0,0
20,0,0.1,1
20,6,1.0,1
20,0,2.0,1
20,-15,1.0,1
20,9,1.0,1
20,6,0.5,1
20,-12,0.5,1
20,-15,0.1,1
20,6,0.1,0
20,0,1.5,0
20,9,1.5,0
20,6,0.5,0
20,-15,0.5,0
20,-15,0.5,0
20,9,1.0,1
20,0,2.0,0
20,6,1.5,0
20,0,1.5,1
20,9,0.5,1
20,6,1.5,1
20,-12,2.0,1
