Participant,Temperature,Duration,Direction
7,-15,2.0,1
7,-15,1.0,0
7,-15,0.1,1
7,-15,2.0,1
7,9,1.0,1
7,-15,0.1,0
7,-15,1.0,0
7,9,1.0,1
7,0,0.1,1
7,0,2.0,1
7,9,0.1,1
7,-15,1.0,1
7,9,2.0,1
7,9,2.0,0
7,-15,2.0,0
7,9,2.0,0
7,0,0.1,0
7,9,0.1,0
7,9,0.1,0
7,9,2.0,1
7,9,1.0,0
7,-15,0.1,1
7,0,1.0,0
7,-15,1.0,1
7,9,1.0,0
7,0,0.1,0
7,0,0.1,0
7,0,2.0,0
7,-15,0.1,0
7,0,1.0,1
7,0,0.1,1
7,0,2.0,1
7,-15,1.0,1
7,0,1.0,0
7,-15,0.1,0
7,-15,2.0,0
7,0,0.1,1
7,0,2.0,0
7,-15,1.0,0
7,9,2.0,1
7,9,0.1,1
7,9,1.0,0
7,-15,2.0,1
7,-15,0.1,1
7,9,0.1,1
7,0,1.0,0
7,0,1.0,1
7,-15,2.0,0
7,9,1.0,1
7,0,1.0,1
7,9,2.0,0
7,0,2.0,1
7,9,0.1,0
7,0,2.0,0
