Participant,Temperature,Duration,Direction
5,9,0.1,1
5,0,1.0,0
5,0,2.0,1
5,9,0.1,0
5,0,1.0,0
5,0,2.0,0
5,0,0.1,0
5,9,2.0,0
5,-15,0.1,1
5,9,0.1,1
5,-15,2.0,0
5,-15,2.0,0
5,-15,1.0,0
5,0,0.1,1
5,0,0.1,0
5,0,1.0,1
5,0,2.0,0
5,9,1.0,0
5,9,1.0,1
5,-15,2.0,1
5,9,2.0,1
5,0,1.0,0
5,9,0.1,0
5,-15,1.0,1
5,9,2.0,0
5,-15,1.0,1
5,-15,0.1,0
5,-15,1.0,0
5,-15,2.0,1
5,9,0.1,1
5,-15,2.0,0
5,-15,0.1,0
5,-15,0.1,0
5,9,2.0,0
5,0,0.1,1
5,9,1.0,0
5,-15,1.0,1
5,9,1.0,0
5,0,2.0,1
5,0,1.0,1
5,0,0.1,1
5,-15,2.0,1
5,9,1.0,1
5,-15,1.0,0
5,-15,0.1,1
5,9,0.1,0
5,-15,0.1,1
5,9,2.0,1
5,9,2.0,1
5,9,1.0,1
5,0,2.0,0
5,0,2.0,1
5,0,0.1,0
5,0,1.0,1
