Participant,Temperature,Duration,Direction
15,9,2.0,1
15,0,2.0,0
15,0,0.1,1
15,9,1.0,1
15,0,1.0,0
15,9,0.1,1
15,-15,1.0,0
15,9,0.1,1
15,0,2.0,0
15,0,2.0,1
15,-15,1.0,1
15,-15,0.1,0
15,0,1.0,1
15,0,2.0,0
15,0,2.0,0
15,-15,0.1,1
15,-15,2.0,0
15,0,1.0,1
15,-15,0.1,1
15,-15,2.0,1
15,0,0.1,0
15,0,0.1,1
15,0,1.0,0
15,-15,1.0,0
15,9,0.1,0
15,9,2.0,0
15,0,1.0,1
15,9,2.0,1
15,9,0.1,1
15,-15,0.1,1
15,9,2.0,0
15,-15,0.1,0
15,-15,2.0,0
15,0,0.1,1
15,9,1.0,1
15,9,2.0,0
15,9,0.1,0
15,0,0.1,1
15,0,1.0,1
15,9,0.1,1
15,-15,2.0,0
15,9,2.0,1
15,-15,0.1,1
15,-15,2.0,1
15,9,0.1,1
15,-15,2.0,0
15,0,1.0,1
15,-15,2.0,1
15,9,1.0,1
15,0,1.0,0
15,0,2.0,1
15,-15,1.0,0
15,0,0.1,0
15,-15,2.0,1
15,0,0.1,0
15,-15,1.0,0
15,9,2.0,1
15,9,0.1,1
15,9,0.1,0
15,9,1.0,1
15,-15,1.0,1
15,9,1.0,0
15,0,1.0,0
15,9,1.0,1
15,0,2.0,0
15,0,0.1,0
15,0,2.0,1
15,0,0.1,1
15,-15,0.1,1
15,0,0.1,0
15,-15,0.1,0
15,9,1.0,0
15,-15,2.0,1
15,9,2.0,0
15,-15,1.0,0
15,9,2.0,0
15,0,0.1,0
15,9,1.0,0
15,9,2.0,1
15,-15,1.0,0
15,0,0.1,0
15,0,2.0,0
15,-15,1.0,1
15,9,1.0,0
15,-15,0.1,1
15,0,2.0,1
15,0,2.0,1
15,-15,1.0,0
15,9,2.0,1
15,9,2.0,1
15,0,0.1,1
15,9,1.0,0
15,0,1.0,0
15,9,1.0,0
15,0,1.0,1
15,-15,2.0,0
15,0,0.1,0
15,-15,2.0,1
15,9,1.0,0
15,-15,0.1,0
15,0,2.0,1
15,0,2.0,1
15,9,1.0,1
15,-15,0.1,0
15,0,1.0,0
15,-15,2.0,0
15,0,0.1,0
15,0,2.0,0
15,0,1.0,0
15,-15,2.0,0
15,0,2.0,1
15,-15,0.1,0
15,9,1.0,1
15,9,2.0,0
15,9,2.0,1
15,-15,1.0,1
15,0,2.0,1
15,9,0.1,0
15,9,1.0,0
15,-15,1.0,1
15,9,0.1,0
15,0,0.1,1
15,9,0.1,1
15,9,0.1,0
15,-15,0.1,0
15,-15,0.1,0
15,-15,0.1,0
15,0,0.1,1
15,-15,1.0,1
15,9,0.1,0
15,9,0.1,0
15,0,0.1,1
15,-15,1.0,0
15,0,1.0,1
15,9,1.0,1
15,9,0.1,1
15,0,1.0,0
15,9,2.0,0
15,-15,0.1,1
15,9,2.0,0
15,9,0.1,1
15,-15,0.1,0
15,-15,0.1,1
15,-15,1.0,0
15,-15,1.0,1
15,9,0.1,1
15,9,1.0,1
15,9,2.0,1
15,-15,2.0,0
15,9,1.0,0
15,0,0.1,1
15,-15,1.0,1
15,-15,1.0,1
15,0,0.1,0
15,9,1.0,0
15,-15,1.0,0
15,-15,2.0,0
15,0,1.0,1
15,-15,2.0,0
15,9,2.0,0
15,-15,2.0,1
15,0,2.0,0
15,0,1.0,1
15,0,1.0,1
15,0,2.0,1
15,-15,2.0,1
15,-15,1.0,1
15,9,0.1,0
15,-15,2.0,1
15,9,1.0,1
15,9,2.0,1
15,9,2.0,0
15,-15,2.0,1
15,-15,0.1,1
15,0,1.0,0
15,0,2.0,0
15,9,0.1,0
15,-15,0.1,1
15,0,2.0,0
15,0,1.0,0
