Participant,Temperature,Duration,Direction
18,6,0.5,0
18,0,2.0,1
18,0,1.0,0
18,9,0.5,1
18,9,1.0,1
18,0,0.5,0
18,6,2.0,1
18,-15,1.5,1
18,9,2.0,0
18,-12,1.5,0
18,-15,1.5,0
18,-15,2.0,0
18,0,0.1,1
18,9,0.5,1
18,9,1.0,0
18,9,1.0,1
18,9,1.5,1
18,0,2.0,0
18,9,0.1,1
18,9,0.1,0
18,6,0.1,0
18,0,0.5,1
18,0,2.0,0
18,-12,1.0,0
18,-15,2.0,0
18,-12,0.1,0
18,6,0.5,1
18,-15,0.1,0
18,-15,0.5,0
18,-12,0.5,0
18,-12,1.5,0
18,0,1.5,1
18,9,2.0,1
18,-15,0.1,0
18,-15,1.0,0
18,0,1.5,0
18,6,1.5,0
18,9,2.0,0
18,6,1.5,1
18,-15,0.1,1
18,-12,2.0,0
18,6,2.0,0
18,-12,1.0,1
18,9,1.5,1
18,0,1.0,0
18,-12,0.5,0
18,-15,1.0,1
18,9,1.5,0
18,6,1.5,1
18,6,1.0,0
18,-12,1.0,1
18,-15,1.5,1
18,6,0.5,0
18,-15,2.0,1
18,0,1.0,1
18,-12,0.1,1
18,-12,1.0,0
18,0,0.5,1
18,-12,0.1,0
18,6,1.0,1
18,-12,1.5,1
18,-12,0.5,1
18,6,0.1,0
18,9,0.1,0
18,0,2.0,1
18,-15,1.0,0
18,-12,1.5,1
18,9,0.5,0
18,6,2.0,0
18,9,0.5,0
18,-12,2.0,1
18,-15,0.5,1
18,6,1.0,0
18,-12,2.0,0
18,6,1.5,0
18,0,1.5,0
18,0,0.1,0
18,9,2.0,1
18,0,1.0,1
18,-15,1.5,0
18,-15,2.0,1
18,9,0.1,1
18,-12,0.5,1
18,0,1.5,1
18,-15,1.0,1
18,-12,2.0,1
18,6,0.1,1
18,-15,0.5,0
18,0,0.1,0
18,0,0.1,1
18,9,1.5,0
18,6,2.0,1
18,0,0.5,0
18,-15,0.5,1
18,-15,0.1,1
18,6,0.1,1
18,6,0.5,1
18,6,1.0,1
18,-12,0.1,1
18,9,1.0,0
