Participant,Temperature,Duration,Direction
16,9,0.1,1
16,-15,1.0,0
16,-15,0.1,0
16,9,2.0,1
16,9,2.0,1
16,-15,0.1,1
16,9,1.0,0
16,0,2.0,1
16,-15,0.1,0
16,9,2.0,1
16,9,0.1,1
16,0,2.0,1
16,-15,2.0,0
16,0,0.1,0
16,0,2.0,0
16,-15,0.1,1
16,0,1.0,1
16,-15,1.0,1
16,0,2.0,0
16,0,2.0,0
16,-15,1.0,1
16,9,2.0,0
16,0,2.0,0
16,-15,0.1,1
16,-15,2.0,0
16,9,1.0,1
16,-15,2.0,0
16,9,0.1,0
16,0,1.0,1
16,-15,2.0,1
16,-15,1.0,0
16,9,0.1,1
16,9,0.1,1
16,0,2.0,1
16,0,0.1,1
16,0,1.0,0
16,-15,1.0,1
16,0,0.1,0
16,9,0.1,1
16,0,1.0,0
16,9,0.1,0
16,0,0.1,0
16,9,2.0,0
16,0,0.1,0
16,9,0.1,0
16,9,1.0,0
16,-15,1.0,0
16,9,2.0,0
16,9,1.0,0
16,-15,1.0,0
16,0,0.1,1
16,9,0.1,1
16,-15,0.1,0
16,0,2.0,1
16,0,1.0,1
16,9,1.0,1
16,0,1.0,0
16,0,1.0,1
16,9,2.0,0
16,0,2.0,0
16,9,2.0,0
16,9,2.0,1
16,0,1.0,1
16,9,2.0,1
16,9,2.0,0
16,-15,0.1,1
16,-15,1.0,0
16,9,1.0,1
16,-15,0.1,1
16,9,1.0,0
16,9,0.1,0
16,9,2.0,0
16,0,2.0,1
16,0,2.0,1
16,9,0.1,1
16,9,1.0,1
16,-15,2.0,1
16,9,1.0,1
16,-15,0.1,0
16,-15,0.1,0
16,0,2.0,0
16,9,2.0,1
16,-15,0.1,0
16,9,1.0,1
16,0,1.0,1
16,-15,1.0,1
16,0,0.1,1
16,-15,2.0,0
16,-15,1.0,0
16,9,1.0,0
16,-15,2.0,0
16,0,2.0,1
16,-15,2.0,1
16,0,1.0,1
16,9,1.0,0
16,9,0.1,0
16,0,1.0,0
16,0,1.0,0
16,-15,2.0,0
16,-15,0.1,0
16,-15,1.0,0
16,0,0.1,1
16,9,0.1,0
16,9,2.0,0
16,0,2.0,1
16,9,0.1,1
16,-15,1.0,0
16,-15,2.0,1
16,0,2.0,1
16,-15,2.0,1
16,-15,1.0,1
16,-15,2.0,1
16,0,2.0,0
16,9,2.0,0
16,9,0.1,1
16,-15,0.1,1
16,9,0.1,0
16,9,0.1,1
16,-15,2.0,1
16,9,1.0,0
16,0,1.0,0
16,9,1.0,0
16,9,1.0,1
16,-15,0.1,1
16,0,1.0,0
16,9,0.1,0
16,-15,0.1,1
16,-15,2.0,0
16,0,0.1,0
16,0,0.1,1
16,-15,1.0,1
16,-15,1.0,0
16,9,2.0,1
16,-15,2.0,1
16,0,0.1,0
16,-15,0.1,1
16,0,0.1,1
16,-15,0.1,0
16,9,1.0,1
16,0,1.0,0
16,-15,2.0,0
16,-15,1.0,1
16,-15,1.0,1
16,0,0.1,0
16,0,0.1,1
16,0,0.1,1
16,0,2.0,0
16,-15,2.0,1
16,0,0.1,1
16,9,1.0,1
16,0,1.0,0
16,0,0.1,1
16,0,2.0,1
16,9,1.0,0
16,-15,0.1,0
16,9,2.0,1
16,-15,2.0,1
16,-15,2.0,0
16,0,0.1,0
16,0,1.0,0
16,0,1.0,1
16,0,2.0,0
16,-15,1.0,1
16,9,1.0,1
16,9,2.0,1
16,0,1.0,1
16,-15,2.0,0
16,9,1.0,0
16,0,0.1,0
16,-15,1.0,1
16,9,2.0,1
16,-15,1.0,0
16,-15,0.1,0
16,0,2.0,0
16,-15,0.1,1
16,9,0.1,0
16,9,2.0,0
16,0,1.0,1
16,0,0.1,0
16,9,0.1,0
