Participant,Temperature,Duration,Direction
1,0,2.0,1
1,0,0.1,1
1,0,2.0,0
1,0,2.0,0
1,-15,1.0,0
1,0,2.0,0
1,0,2.0,1
1,0,1.0,1
1,-15,1.0,1
1,9,1.0,1
1,-15,2.0,0
1,-15,1.0,1
1,9,2.0,1
1,-15,1.0,1
1,0,0.1,0
1,-15,2.0,1
1,0,2.0,1
1,0,1.0,0
1,-15,0.1,1
1,-15,0.1,1
1,-15,1.0,0
1,9,0.1,1
1,9,2.0,1
1,0,0.1,0
1,0,2.0,1
1,9,2.0,0
1,-15,0.1,0
1,9,2.0,1
1,0,0.1,0
1,-15,2.0,0
1,-15,0.1,1
1,-15,1.0,1
1,-15,2.0,1
1,9,1.0,1
1,-15,0.1,0
1,9,1.0,1
1,-15,2.0,1
1,-15,1.0,1
1,-15,1.0,0
1,0,1.0,1
1,9,2.0,0
1,0,0.1,0
1,0,0.1,0
1,9,0.1,0
1,-15,0.1,0
1,9,1.0,1
1,-15,2.0,1
1,-15,0.1,0
1,-15,0.1,0
1,-15,0.1,1
1,-15,1.0,1
1,9,1.0,1
1,-15,0.1,1
1,0,0.1,0
1,9,0.1,1
1,9,2.0,0
1,9,0.1,1
1,9,1.0,1
1,0,1.0,1
1,0,0.1,0
1,9,1.0,0
1,9,0.1,0
1,9,0.1,0
1,-15,0.1,0
1,0,0.1,0
1,9,0.1,1
1,-15,0.1,1
1,9,1.0,0
1,0,0.1,1
1,-15,1.0,1
1,0,1.0,0
1,0,2.0,1
1,9,2.0,1
1,0,1.0,1
1,-15,2.0,0
1,0,2.0,0
1,-15,0.1,0
1,-15,0.1,1
1,9,1.0,0
1,0,2.0,0
1,0,2.0,0
1,-15,2.0,0
1,9,2.0,0
1,-15,1.0,1
1,0,0.1,1
1,9,0.1,1
1,0,2.0,1
1,9,2.0,0
1,0,0.1,1
1,-15,0.1,0
1,-15,1.0,0
1,0,1.0,1
1,-15,2.0,1
1,0,1.0,0
1,9,0.1,0
1,9,1.0,1
1,0,2.0,0
1,-15,2.0,0
1,9,1.0,1
1,9,0.1,1
1,0,0.1,0
1,9,0.1,0
1,-15,1.0,0
1,0,2.0,1
1,9,1.0,0
1,-15,2.0,1
1,-15,1.0,0
1,0,2.0,0
1,0,1.0,0
1,0,1.0,0
1,9,2.0,1
1,-15,0.1,0
1,-15,0.1,1
1,-15,2.0,1
1,9,1.0,0
1,-15,1.0,0
1,0,2.0,0
1,9,0.1,1
1,0,0.1,1
1,0,1.0,1
1,-15,1.0,0
1,9,1.0,0
1,9,1.0,0
1,9,1.0,0
1,9,0.1,1
1,-15,2.0,1
1,0,1.0,0
1,0,0.1,0
1,-15,2.0,1
1,9,2.0,0
1,9,2.0,1
1,0,1.0,0
1,9,2.0,0
1,0,2.0,1
1,9,1.0,1
1,-15,2.0,0
1,-15,2.0,0
1,9,0.1,1
1,0,1.0,1
1,9,2.0,1
1,-15,2.0,0
1,0,1.0,0
1,-15,2.0,0
1,9,2.0,1
1,9,2.0,1
1,9,1.0,0
1,-15,2.0,1
1,9,0.1,1
1,9,1.0,0
1,0,1.0,1
1,0,1.0,1
1,0,2.0,1
1,-15,1.0,1
1,-15,1.0,1
1,9,0.1,0
1,0,1.0,0
1,0,0.1,1
1,-15,0.1,0
1,0,0.1,1
1,9,2.0,1
1,0,0.1,1
1,-15,1.0,0
1,0,2.0,0
1,9,0.1,0
1,9,2.0,0
1,-15,2.0,0
1,9,0.1,0
1,0,2.0,1
1,-15,0.1,1
1,9,1.0,1
1,9,0.1,0
1,0,0.1,1
1,9,0.1,0
1,9,2.0,0
1,9,2.0,0
1,0,0.1,1
1,-15,0.1,1
1,-15,1.0,0
1,0,1.0,1
1,0,1.0,0
