Participant,Temperature,Duration,Direction
8,-15,1.0,1
8,-15,2.0,1
8,0,1.0,0
8,9,2.0,1
8,-15,2.0,1
8,0,1.0,1
8,-15,0.1,1
8,9,2.0,1
8,-15,2.0,1
8,0,2.0,1
8,9,1.0,0
8,-15,0.1,1
8,0,2.0,0
8,9,0.1,1
8,0,2.0,1
8,0,0.1,0
8,-15,1.0,0
8,0,0.1,0
8,0,2.0,1
8,0,1.0,1
8,0,0.1,0
8,-15,1.0,1
8,0,1.0,0
8,9,0.1,1
8,-15,0.1,1
8,-15,2.0,0
8,0,2.0,1
8,0,2.0,0
8,0,0.1,1
8,-15,2.0,1
8,0,0.1,1
8,0,2.0,1
8,0,1.0,0
8,0,2.0,0
8,-15,1.0,1
8,0,2.0,0
8,9,0.1,0
8,0,0.1,0
8,0,2.0,1
8,9,0.1,0
8,9,2.0,0
8,9,1.0,1
8,-15,1.0,1
8,-15,0.1,1
8,-15,1.0,0
8,9,1.0,0
8,0,2.0,1
8,-15,2.0,1
8,0,2.0,0
8,-15,2.0,0
8,-15,1.0,1
8,9,1.0,0
8,-15,0.1,0
8,9,0.1,0
8,0,1.0,1
8,0,1.0,0
8,9,0.1,1
8,9,2.0,0
8,0,2.0,0
8,-15,1.0,0
8,-15,0.1,0
8,9,2.0,0
8,0,0.1,1
8,-15,1.0,1
8,0,1.0,1
8,-15,2.0,1
8,-15,0.1,1
8,0,1.0,1
8,9,1.0,1
8,9,0.1,0
8,0,1.0,1
8,0,0.1,1
8,-15,0.1,0
8,9,1.0,1
8,-15,0.1,0
8,-15,2.0,0
8,9,0.1,0
8,0,2.0,1
8,-15,2.0,0
8,0,0.1,0
8,-15,1.0,1
8,9,2.0,0
8,0,2.0,0
8,9,2.0,1
8,9,2.0,0
8,0,0.1,0
8,-15,1.0,0
8,-15,2.0,0
8,-15,2.0,0
8,0,2.0,0
8,9,0.1,1
8,-15,0.1,0
8,-15,0.1,1
8,-15,2.0,0
8,0,0.1,1
8,0,0.1,0
8,9,1.0,1
8,-15,0.1,0
8,9,1.0,1
8,-15,1.0,0
8,0,2.0,0
8,-15,2.0,1
8,9,2.0,0
8,-15,2.0,1
8,-15,2.0,0
8,-15,1.0,0
8,9,1.0,0
8,9,2.0,1
8,-15,0.1,0
8,9,0.1,1
8,9,1.0,0
8,9,1.0,1
8,-15,2.0,1
8,-15,1.0,1
8,0,1.0,0
8,-15,1.0,0
8,0,1.0,1
8,9,2.0,1
8,0,1.0,0
8,-15,0.1,1
8,9,0.1,1
8,0,1.0,0
8,0,0.1,1
8,0,0.1,0
8,0,0.1,1
8,-15,0.1,0
8,9,1.0,1
8,9,1.0,0
8,9,0.1,1
8,-15,0.1,1
8,9,1.0,0
8,9,1.0,0
8,0,1.0,0
8,9,0.1,0
8,-15,1.0,0
8,-15,0.1,0
8,0,0.1,1
8,9,0.1,0
8,9,1.0,0
8,-15,0.1,1
8,0,1.0,1
8,9,0.1,1
8,9,1.0,1
8,9,2.0,0
8,-15,0.1,0
8,0,0.1,1
8,-15,2.0,1
8,-15,0.1,1
8,0,1.0,0
8,9,2.0,0
8,0,1.0,1
8,-15,2.0,0
8,-15,1.0,0
8,0,2.0,1
8,-15,1.0,0
8,9,0.1,0
8,9,2.0,1
8,-15,2.0,0
8,0,0.1,0
8,9,2.0,0
8,9,2.0,1
8,9,2.0,0
8,9,0.1,0
8,9,2.0,1
8,0,1.0,1
8,9,1.0,1
8,9,0.1,0
8,9,1.0,0
8,9,2.0,1
8,-15,1.0,1
8,0,2.0,0
8,9,2.0,1
8,0,0.1,1
8,0,1.0,0
8,9,0.1,1
8,9,1.0,1
8,9,0.1,1
8,0,0.1,0
8,0,2.0,1
8,-15,1.0,1
