Participant,Temperature,Duration,Direction
3,0,2.0,1
3,9,1.0,1
3,9,2.0,0
3,9,2.0,0
3,9,0.1,1
3,-15,1.0,1
3,0,2.0,0
3,0,1.0,0
3,9,1.0,1
3,-15,1.0,1
3,-15,1.0,1
3,9,0.1,1
3,9,2.0,1
3,0,2.0,1
3,0,0.1,1
3,-15,2.0,1
3,9,2.0,1
3,0,0.1,1
3,9,2.0,1
3,-15,2.0,1
3,9,0.1,0
3,-15,0.1,1
3,0,1.0,0
3,9,2.0,0
3,0,2.0,0
3,0,1.0,0
3,-15,1.0,1
3,-15,0.1,0
3,-15,2.0,0
3,9,1.0,0
3,-15,0.1,1
3,-15,0.1,0
3,-15,2.0,0
3,9,1.0,0
3,0,1.0,1
3,0,2.0,1
3,9,1.0,1
3,0,0.1,0
3,9,1.0,1
3,-15,0.1,0
3,-15,0.1,0
3,9,1.0,0
3,9,1.0,1
3,9,0.1,1
3,0,2.0,0
3,9,1.0,0
3,-15,1.0,1
3,0,1.0,1
3,0,0.1,0
3,-15,2.0,0
3,0,0.1,0
3,9,2.0,1
3,-15,0.1,1
3,-15,2.0,1
3,0,0.1,0
3,9,0.1,1
3,0,0.1,0
3,-15,1.0,1
3,9,0.1,0
3,9,0.1,1
3,0,1.0,0
3,0,2.0,0
3,0,2.0,1
3,0,2.0,1
3,0,0.1,1
3,9,2.0,1
3,-15,2.0,0
3,9,1.0,1
3,-15,0.1,1
3,-15,0.1,0
3,9,1.0,1
3,9,2.0,1
3,-15,0.1,0
3,-15,2.0,0
3,-15,2.0,0
3,0,2.0,0
3,0,1.0,0
3,-15,1.0,0
3,9,0.1,1
3,-15,0.1,1
3,9,1.0,0
3,-15,2.0,1
3,-15,0.1,1
3,9,0.1,0
3,0,0.1,1
3,-15,2.0,0
3,0,0.1,1
3,0,0.1,0
3,9,0.1,1
3,0,1.0,0
3,9,1.0,1
3,-15,1.0,0
3,9,2.0,0
3,0,0.1,0
3,9,0.1,0
3,0,1.0,1
3,0,0.1,1
3,0,1.0,1
3,0,1.0,1
3,9,2.0,0
3,9,2.0,0
3,-15,0.1,1
3,-15,0.1,0
3,9,2.0,1
3,9,1.0,0
3,9,2.0,1
3,-15,2.0,1
3,-15,0.1,0
3,0,0.1,0
3,9,0.1,1
3,0,0.1,0
3,9,0.1,0
3,-15,1.0,1
3,9,1.0,0
3,0,1.0,0
3,9,2.0,1
3,0,0.1,1
3,0,1.0,0
3,0,2.0,1
3,-15,0.1,1
3,9,1.0,0
3,-15,2.0,1
3,-15,1.0,0
3,0,1.0,1
3,9,0.1,0
3,-15,1.0,1
3,-15,2.0,1
3,9,0.1,0
3,-15,0.1,1
3,9,1.0,1
3,0,1.0,0
3,-15,1.0,0
3,-15,1.0,0
3,9,2.0,0
3,0,2.0,0
3,-15,2.0,1
3,9,2.0,0
3,9,0.1,0
3,0,2.0,0
3,9,2.0,0
3,0,0.1,1
3,0,2.0,1
3,0,2.0,0
3,9,1.0,0
3,-15,1.0,1
3,9,1.0,1
3,-15,1.0,1
3,0,0.1,1
3,-15,1.0,0
3,0,2.0,0
3,-15,2.0,1
3,-15,1.0,0
3,-15,2.0,0
3,-15,2.0,0
3,9,2.0,0
3,0,2.0,1
3,0,0.1,0
3,-15,2.0,0
3,9,1.0,0
3,9,0.1,1
3,-15,0.1,0
3,0,1.0,1
3,-15,0.1,0
3,-15,1.0,0
3,-15,2.0,1
3,0,1.0,1
3,9,0.1,1
3,0,1.0,1
3,-15,0.1,1
3,9,0.1,0
3,-15,1.0,0
3,9,2.0,1
3,0,2.0,1
3,0,1.0,1
3,-15,1.0,0
3,0,1.0,0
3,0,2.0,0
3,0,2.0,1
3,0,0.1,1
3,9,0.1,0
