Participant,Temperature,Duration,Direction
7,0,0.1,0
7,-15,0.1,0
7,-15,0.5,1
7,0,0.5,0
7,-15,0.5,1
7,9,0.25,0
7,0,0.1,0
7,9,0.25,1
7,9,0.25,1
7,-15,0.25,0
7,-15,0.25,0
7,9,0.1,1
7,0,0.1,1
7,9,0.5,1
7,9,0.25,0
7,-15,0.1,1
7,9,0.25,1
7,0,0.5,1
7,9,0.5,1
7,-15,0.1,0
7,0,0.5,1
7,9,0.25,0
7,0,0.25,1
7,-15,0.25,1
7,-15,0.1,0
7,9,0.5,0
7,-15,0.5,1
7,0,0.5,0
7,-15,0.1,1
7,9,0.1,0
7,9,0.1,0
7,9,0.5,1
7,-15,0.25,1
7,0,0.1,0
7,0,0.1,1
7,9,0.5,0
7,0,0.25,0
7,9,0.5,0
7,-15,0.5,0
7,-15,0.1,1
7,0,0.5,1
7,0,0.1,1
7,0,0.25,1
7,9,0.1,0
7,-15,0.25,0
7,9,0.1,1
7,0,0.25,0
7,0,0.25,1
7,-15,0.5,0
7,0,0.25,0
7,0,0.5,0
7,9,0.1,1
7,-15,0.5,0
7,-15,0.25,1
