Participant,Temperature,Duration,Direction
16,9,0.25,1
16,9,0.5,1
16,-15,0.1,0
16,9,0.25,1
16,9,0.1,0
16,9,0.25,0
16,0,0.25,1
16,9,0.25,0
16,-15,0.1,0
16,-15,0.25,1
16,-15,0.1,1
16,0,0.5,0
16,0,0.5,0
16,-15,0.5,0
16,0,0.25,1
16,-15,0.1,1
16,9,0.1,1
16,0,0.1,1
16,-15,0.25,1
16,9,0.1,1
16,-15,0.25,1
16,0,0.1,1
16,0,0.5,0
16,0,0.25,0
16,-15,0.25,0
16,0,0.1,0
16,-15,0.5,0
16,0,0.1,0
16,0,0.25,1
16,9,0.1,1
16,-15,0.1,1
16,9,0.5,1
16,0,0.5,0
16,-15,0.5,1
16,-15,0.1,1
16,-15,0.5,0
16,9,0.25,0
16,9,0.1,1
16,0,0.25,1
16,-15,0.25,1
16,9,0.5,0
16,0,0.1,0
16,-15,0.25,1
16,9,0.25,0
16,0,0.25,1
16,-15,0.1,0
16,-15,0.5,0
16,9,0.5,0
16,-15,0.1,0
16,0,0.5,0
16,9,0.25,1
16,-15,0.5,1
16,9,0.25,0
16,9,0.5,1
16,9,0.5,1
16,0,0.25,0
16,0,0.25,0
16,0,0.1,1
16,9,0.1,1
16,-15,0.5,1
16,9,0.5,0
16,0,0.1,0
16,-15,0.25,0
16,-15,0.1,0
16,0,0.1,0
16,-15,0.25,0
16,-15,0.25,1
16,9,0.5,0
16,0,0.5,1
16,-15,0.5,1
16,0,0.25,0
16,0,0.5,0
16,-15,0.25,1
16,0,0.1,1
16,0,0.5,0
16,9,0.5,1
16,-15,0.1,0
16,-15,0.5,1
16,-15,0.25,0
16,0,0.1,0
16,-15,0.25,1
16,9,0.25,1
16,9,0.25,0
16,-15,0.5,0
16,-15,0.1,1
16,0,0.5,1
16,9,0.1,0
16,0,0.25,1
16,9,0.5,1
16,9,0.5,0
16,0,0.1,1
16,-15,0.1,0
16,9,0.5,0
16,9,0.5,1
16,0,0.1,1
16,-15,0.25,0
16,9,0.25,1
16,0,0.5,1
16,9,0.1,1
16,0,0.5,0
16,9,0.1,0
16,-15,0.5,1
16,-15,0.1,1
16,0,0.25,0
16,0,0.1,1
16,9,0.25,1
16,0,0.1,0
16,9,0.1,0
16,0,0.5,0
16,0,0.25,0
16,0,0.5,1
16,0,0.5,1
16,9,0.25,0
16,0,0.25,1
16,0,0.25,1
16,9,0.1,0
16,0,0.25,0
16,9,0.25,1
16,-15,0.1,0
16,9,0.1,0
16,9,0.1,1
16,9,0.5,0
16,0,0.1,0
16,0,0.5,1
16,9,0.25,0
16,9,0.1,0
16,9,0.25,1
16,0,0.25,1
16,-15,0.5,0
16,-15,0.5,1
16,9,0.25,0
16,-15,0.1,0
16,-15,0.1,1
16,0,0.25,0
16,0,0.25,0
16,9,0.1,0
16,0,0.5,1
16,-15,0.5,0
16,-15,0.25,0
16,9,0.1,1
16,9,0.1,1
16,9,0.25,0
16,-15,0.25,0
16,0,0.1,1
16,9,0.25,1
16,-15,0.5,1
16,0,0.1,0
16,-15,0.25,0
16,9,0.1,1
16,9,0.5,0
16,9,0.5,1
16,-15,0.25,0
16,0,0.1,1
16,9,0.1,0
16,-15,0.25,1
16,9,0.25,1
16,-15,0.1,1
16,-15,0.5,1
16,-15,0.1,0
16,9,0.5,1
16,0,0.5,1
16,-15,0.5,1
16,-15,0.5,0
16,9,0.1,0
16,-15,0.25,0
16,-15,0.5,0
16,9,0.5,0
16,-15,0.1,1
16,0,0.1,1
16,-15,0.25,1
16,0,0.1,0
16,9,0.5,1
16,-15,0.5,0
16,9,0.5,0
16,0,0.5,0
16,0,0.5,1
16,-15,0.1,1
16,0,0.25,0
16,0,0.25,1
16,0,0.5,1
