Participant,Temperature,Duration,Direction
17,9,0.2,1
17,-15,0.1,1
17,9,0.4,0
17,0,0.5,1
17,-15,0.4,0
17,0,0.5,0
17,6,0.4,1
17,0,0.1,0
17,-15,0.4,0
17,-15,0.2,1
17,-12,0.2,0
17,9,0.3,0
17,-15,0.2,1
17,9,0.5,0
17,9,0.3,1
17,6,0.3,0
17,9,0.3,1
17,-12,0.3,1
17,9,0.5,1
17,0,0.1,1
17,0,0.2,1
17,-15,0.4,1
17,-12,0.4,1
17,6,0.3,1
17,6,0.4,1
17,0,0.4,1
17,-12,0.2,1
17,9,0.1,0
17,0,0.2,0
17,-15,0.5,1
17,-12,0.3,0
17,9,0.1,1
17,9,0.4,1
17,-15,0.4,1
17,-12,0.4,0
17,6,0.5,0
17,9,0.4,0
17,0,0.3,0
17,9,0.3,0
17,0,0.5,1
17,9,0.5,0
17,6,0.3,0
17,-12,0.1,0
17,6,0.1,1
17,0,0.4,0
17,6,0.5,0
17,-15,0.5,0
17,0,0.3,1
17,-12,0.4,0
17,0,0.4,0
17,9,0.4,1
17,9,0.2,0
17,-15,0.5,1
17,-12,0.5,0
17,0,0.2,1
17,-12,0.5,0
17,9,0.2,0
17,0,0.5,0
17,-12,0.5,1
17,0,0.1,0
17,-15,0.1,1
17,-15,0.1,0
17,6,0.2,1
17,-12,0.3,0
17,-12,0.5,1
17,-12,0.1,1
17,6,0.3,1
17,9,0.1,1
17,6,0.4,0
17,-15,0.3,0
17,0,0.3,0
17,6,0.4,0
17,9,0.1,0
17,-15,0.3,1
17,-15,0.1,0
17,-15,0.2,0
17,6,0.5,1
17,0,0.4,1
17,-12,0.4,1
17,6,0.1,0
17,6,0.2,0
17,0,0.3,1
17,-12,0.1,1
17,-12,0.2,1
17,0,0.1,1
17,6,0.5,1
17,-15,0.5,0
17,-12,0.3,1
17,-15,0.3,1
17,6,0.1,0
17,6,0.2,1
17,-15,0.3,0
17,6,0.1,1
17,-12,0.2,0
17,9,0.2,1
17,-12,0.1,0
17,-15,0.2,0
17,9,0.5,1
17,0,0.2,0
17,6,0.2,0
