Participant,Temperature,Duration,Direction
15,9,0.25,1
15,0,0.1,1
15,9,0.5,0
15,-15,0.25,1
15,0,0.25,0
15,9,0.25,0
15,0,0.25,1
15,9,0.1,0
15,-15,0.25,0
15,9,0.1,1
15,0,0.1,1
15,0,0.5,1
15,0,0.25,1
15,0,0.5,0
15,-15,0.1,0
15,9,0.5,1
15,-15,0.5,0
15,0,0.25,0
15,-15,0.25,0
15,-15,0.25,0
15,-15,0.25,1
15,-15,0.1,1
15,0,0.1,1
15,-15,0.5,1
15,-15,0.1,0
15,-15,0.1,1
15,9,0.1,1
15,0,0.1,0
15,0,0.25,1
15,9,0.5,0
15,9,0.5,0
15,0,0.1,0
15,-15,0.25,1
15,-15,0.1,0
15,9,0.5,1
15,-15,0.5,0
15,9,0.25,1
15,0,0.1,0
15,0,0.5,0
15,-15,0.5,1
15,9,0.1,1
15,9,0.25,0
15,9,0.5,1
15,-15,0.5,0
15,0,0.5,1
15,0,0.5,0
15,9,0.25,1
15,0,0.25,0
15,0,0.5,1
15,-15,0.5,1
15,9,0.25,0
15,9,0.1,0
15,-15,0.1,1
15,9,0.1,0
