participantNumber,trialNumber,feltThermal,numberOfLocations,location1,location2,location3,extraLocations
1,1,1,3,0.8415278,0.4859723,0.1220834
1,2,0,3,0.06944445,0.43875,0.8554167
1,3,0,3,0,0.51375,1
1,4,1,3,0.04708337,0.2804167,1
1,5,0,3,1,0.4748611,0
1,6,-1,3,0,0.5081945,1
1,7,1,3,1,0.5693056,0
1,8,-1,3,1,0.6193056,0
1,9,-1,3,1,0.7248611,0
1,10,0,3,0,0.5026389,1
1,11,1,4,0,0,0.4277778,1
1,12,0,4,1,0.5388889,0,0
1,13,1,3,1,0.6194444,0
1,14,0,3,0,0.3972222,1
1,15,1,3,0,0.4027778,1
1,16,-1,3,0,0.4,1
1,17,0,3,0,0.4555556,1
1,18,-1,3,1,0.5165278,0
1,19,-1,3,1,0.4888889,0
1,20,0,2,0,1
1,21,-1,3,1,0.6861111,0
1,22,-1,3,1,0.6415278,0
1,23,-1,3,0,0.4694445,1
1,24,-1,3,0,0.4527778,1
1,25,0,3,0,0.4748611,1
1,26,1,3,1,0.4388889,0
1,27,-1,3,0,0.4388889,1
1,28,0,2,0,1
1,29,0,3,0,0.2166667,1
1,30,0,3,0,0.325,1
1,31,0,3,1,0.6805556,0
1,32,1,3,1,0.6416667,0
1,33,1,3,0,0.2083333,1
1,34,1,3,1,0.7444444,0
1,35,0,3,1,0.6166667,0
1,36,1,3,0,0.2611111,1
1,37,1,3,1,0.6777778,0
1,38,0,3,0,0.3944444,1
1,39,0,3,0,0.4359722,1
1,40,0,3,1,0.8498611,0
1,41,0,3,0,0.5665278,1
1,42,1,3,1,0.63875,0
1,43,1,3,0,0.3443056,1
1,44,0,3,1,0.6859723,0
1,45,0,3,0,0.3859723,1
1,46,1,3,0,0.2026389,1
1,47,-1,3,0,0.5888889,1
1,48,0,3,1,0.5193056,0
1,49,1,3,1,0.7498611,0
1,50,-1,3,0,0.4526389,1
1,51,1,3,0,0.3470834,1
1,52,1,3,1,0.6665278,0
1,53,1,3,1,0.7248611,0
1,54,1,3,0,0.2859723,1
1,55,1,3,0,0.3081945,1
1,56,-1,3,0,0,1
1,57,0,3,1,0.6388889,0
1,58,0,3,0,0.3859723,1
1,59,-1,3,1,0.5804167,0
1,60,-1,3,0,0.3609723,0.9998611
1,61,0,3,1,0,0
1,62,0,3,1,0.8720834,0
1,63,0,3,1,0.6498611,0
1,64,0,3,1,0.8276389,0
1,65,1,3,0,0.4304167,1
1,66,0,3,0,0.3526389,1
1,67,0,3,0,0.4248611,0.9970834
1,68,0,3,0,0.4998612,1
1,69,0,3,1,0.6193056,0
1,70,0,3,1,0.7081945,0
1,71,0,3,1,0.6498612,0
1,72,0,3,1,0.6776389,0
1,73,0,3,1,0.6693056,0
1,74,1,3,0,0.1248611,1
